school_id,name,suburb,state,postcode,sector,school_type,website,year_range,teaching_staff,non_teaching_staff,total_enrolments,girls_enrolments,boys_enrolments
41046,Rainbow Street Public School,Randwick,NSW,2031,Government,Primary,http://www.rainbowst-p.schools.nsw.edu.au,"U, K-6",28,7.2,447,199,248
41047,Rockdale Public School,Rockdale,NSW,2216,Government,Primary,http://www.rockdale-p.schools.nsw.edu.au,K-6,26.9,3.1,428,202,226
41048,Rose Bay Public School,Rose Bay,NSW,2029,Government,Primary,http://www.rosebay-p.schools.nsw.edu.au,K-6,34.4,4.1,615,299,316
41049,St Peters Public School,St Peters,NSW,2044,Government,Primary,http://www.stpeters-p.schools.nsw.edu.au,K-6,6.8,1.5,91,39,52
41050,Sans Souci Public School,Sans Souci,NSW,2219,Government,Primary,http://www.sanssouci-p.schools.nsw.edu.au,K-6,36.4,4.1,631,317,314
41051,Summer Hill Public School,Summer Hill,NSW,2130,Government,Primary,http://www.summerhill-p.schools.nsw.edu.au,K-6,40.9,4.9,807,411,396
41052,Sutherland Public School,Sutherland,NSW,2232,Government,Primary,http://www.sutherland-p.schools.nsw.edu.au,K-6,15.4,2.5,265,130,135
41053,Sylvania Public School,Sylvania,NSW,2224,Government,Primary,http://www.sylvania-p.schools.nsw.edu.au,K-6,6,1.7,120,58,62
41054,Taren Point Public School,Taren Point,NSW,2229,Government,Primary,http://www.tarenpoint-p.schools.nsw.edu.au,K-6,4.9,1.5,84,40,44
41055,Ultimo Public School,Ultimo,NSW,2007,Government,Primary,http://www.ultimopublicschool.com,K-6,17,2.5,287,154,133
41056,Undercliffe Public School,Earlwood,NSW,2206,Government,Primary,http://www.undercliff-p.schools.nsw.edu.au,K-6,12.9,2.4,223,105,118
41057,Vaucluse Public School,Vaucluse,NSW,2030,Government,Primary,http://www.vaucluse-p.schools.nsw.edu.au,"U, K-6",22.6,5.9,368,194,174
41058,Waterfall Public School,Waterfall,NSW,2233,Government,Primary,http://www.waterfall-p.schools.nsw.edu.au,K-6,2.5,0.9,36,18,18
41059,Athelstane Public School,Arncliffe,NSW,2205,Government,Primary,http://www.athelstane-p.schools.nsw.edu.au,"U, K-6",26.9,6.9,346,164,182
41060,Oyster Bay Public School,Oyster Bay,NSW,2225,Government,Primary,http://www.oysterbay-p.schools.nsw.edu.au,K-6,22,3.4,427,208,219
41061,Cronulla South Public School,Cronulla,NSW,2230,Government,Primary,http://www.cronullas-p.schools.nsw.edu.au/,K-6,16.7,3.1,319,155,164
41062,South Coogee Public School,South Coogee,NSW,2034,Government,Primary,http://www.southcoogeepublicschool.com/,K-6,29.3,4,523,271,252
41063,Woronora River Public School,Woronora,NSW,2232,Government,Primary,http://www.woronorari-p.schools.nsw.edu.au,K-6,5.9,1.7,114,56,58
41064,Bundeena Public School,Bundeena,NSW,2230,Government,Primary,http://www.bundeena-p.schools.nsw.edu.au,K-6,11.1,2.4,204,98,106
41065,Bald Face Public School,Blakehurst,NSW,2221,Government,Primary,http://www.baldfaceps.com.au,K-6,15.3,2.5,272,141,131
41066,Lugarno Public School,Lugarno,NSW,2210,Government,Primary,http://www.lugarno-p.schools.nsw.edu.au,K-6,14.7,2.5,269,136,133
41067,Oatley West Public School,Oatley,NSW,2223,Government,Primary,http://www.oatleywest-p.schools.nsw.edu.au,K-6,31.1,4.1,577,278,299
41068,Sutherland North Public School,Sutherland,NSW,2232,Government,Primary,http://www.sutherlann-p.schools.nsw.edu.au,K-6,14.4,2.5,265,121,144
41069,Jannali Public School,Jannali,NSW,2226,Government,Primary,http://www.jannali-p.schools.nsw.edu.au,K-6,8.2,1.8,135,70,65
41070,Ramsgate Public School,Ramsgate,NSW,2217,Government,Primary,http://www.ramsgate-p.schools.nsw.edu.au/,K-6,32.2,4.1,570,268,302
41071,Dobroyd Point Public School,Haberfield,NSW,2045,Government,Primary,http://www.dobroydpt-p.schools.nsw.edu.au,K-6,14.1,2.4,240,116,124
41072,McCallums Hill Public School,Roselands,NSW,2196,Government,Primary,http://www.mccallumhi-p.schools.nsw.edu.au,"U, K-6",29.1,7.9,389,181,208
41073,Como West Public School,Como,NSW,2226,Government,Primary,http://www.comowest-p.schools.nsw.edu.au,K-6,18.8,2.9,379,196,183
41074,Pagewood Public School,Botany,NSW,2019,Government,Primary,http://www.pagewood-p.schools.nsw.edu.au,K-6,14.7,2.5,253,134,119
41075,Grays Point Public School,Grays Point,NSW,2232,Government,Primary,http://www.grayspoint-p.schools.nsw.edu.au,K-6,20.4,3.1,399,197,202
41076,Crown Street Public School,Surry Hills,NSW,2010,Government,Primary,http://www.crownst-p.schools.nsw.edu.au,K-6,17.9,2.5,283,162,121
41077,Tempe Public School,Tempe,NSW,2044,Government,Primary,http://www.tempe-p.schools.nsw.edu.au/sws/view/home.node,K-6,23.4,2.8,314,158,156
41078,Marrickville West Public School,Marrickville,NSW,2204,Government,Primary,http://www.marrickviw-p.schools.nsw.edu.au,"U, K-6",22.2,3.9,364,181,183
41079,Marrickville Public School,Marrickville,NSW,2204,Government,Primary,http://www.marrickvil-p.schools.nsw.edu.au,K-6,20,2.8,313,168,145
41080,Waverley Public School,Waverley,NSW,2024,Government,Primary,http://www.waverley-p.schools.nsw.edu.au,K-6,17.3,2.5,274,127,147
41081,Woolooware Public School,Cronulla,NSW,2230,Government,Primary,http://www.woolooware-p.schools.nsw.edu.au,K-6,24.7,3.4,497,225,272
41082,Caringbah North Public School,Caringbah,NSW,2229,Government,Primary,http://www.caringbahn-p.schools.nsw.edu.au,K-6,28.7,4.1,561,266,295
41083,Jannali East Public School,Jannali,NSW,2226,Government,Primary,http://www.jannalie-p.schools.nsw.edu.au,K-6,19.3,2.8,364,170,194
41084,Peakhurst West Public School,Peakhurst,NSW,2210,Government,Primary,http://www.peakhurstw-p.schools.nsw.edu.au,K-6,16.6,2.9,305,121,184
41085,Sylvania Heights Public School,Sylvania,NSW,2224,Government,Primary,http://www.sylvaniaht-p.schools.nsw.edu.au,K-6,37.7,4.3,668,324,344
41086,Penshurst West Public School,Mortdale,NSW,2223,Government,Primary,http://www.penshurstw-p.schools.nsw.edu.au,K-6,15.6,2.6,279,123,156
41087,Matraville Soldiers Settlement Public School,Matraville,NSW,2036,Government,Primary,http://www.matravilss-p.schools.nsw.edu.au,P-6,15.7,4.6,228,113,115
41088,Kirrawee Public School,Kirrawee,NSW,2232,Government,Primary,http://www.kirrawee-p.schools.nsw.edu.au,"U, K-6",15.5,5.4,221,97,124
41089,Illawong Public School,Illawong,NSW,2234,Government,Primary,http://www.illawong-p.schools.nsw.edu.au,K-6,12,2.4,204,82,122
41090,Lilli Pilli Public School,Lilli Pilli,NSW,2229,Government,Primary,http://www.lillipilli-p.schools.nsw.edu.au,K-6,18.9,3.4,372,192,180
41091,Miranda North Public School,Miranda,NSW,2228,Government,Primary,http://www.mirandanth-p.schools.nsw.edu.au,K-6,17.7,2.8,312,166,146
41092,Yowie Bay Public School,Yowie Bay,NSW,2228,Government,Primary,http://www.yowiebay-p.schools.nsw.edu.au,K-6,24,3.8,482,230,252
41093,Erskineville Public School,Erskineville,NSW,2043,Government,Primary,http://www.erskinevil-p.schools.nsw.edu.au,K-6,19.8,2.9,379,198,181
41094,Loftus Public School,Loftus,NSW,2232,Government,Primary,http://www.loftus-p.schools.nsw.edu.au,K-6,23.6,3.9,432,217,215
41095,Laguna Street Public School,Caringbah,NSW,2229,Government,Primary,http://www.lagunastr-p.schools.nsw.edu.au,K-6,23.9,3.4,470,221,249
41096,Randwick Public School,Randwick,NSW,2031,Government,Primary,http://www.randwick-p.schools.nsw.edu.au,K-6,48.2,5.9,923,471,452
41097,Burraneer Bay Public School,Cronulla,NSW,2230,Government,Primary,http://www.burraneerb-p.schools.nsw.edu.au,K-6,32.5,4.1,636,310,326
41098,Engadine West Public School,Engadine,NSW,2233,Government,Primary,http://www.engadinew-p.schools.nsw.edu.au,K-6,36.7,4.5,723,370,353
41099,Yarrawarrah Public School,Engadine,NSW,2233,Government,Primary,http://www.yarrawarra-p.schools.nsw.edu.au,K-6,15.7,2.5,297,155,142
41100,Chifley Public School,Malabar,NSW,2036,Government,Primary,http://www.chifley-p.schools.nsw.edu.au,K-6,10.1,2,168,71,97
41101,Peakhurst South Public School,Peakhurst,NSW,2210,Government,Primary,http://www.peakhursts-p.schools.nsw.edu.au,K-6,14.6,2.5,261,117,144
41102,Lewisham Public School,Lewisham,NSW,2049,Government,Primary,http://www.lewisham-p.schools.nsw.edu.au/sws/view/home.node,K-6,10.6,2,193,99,94
41103,Gymea North Public School,Gymea,NSW,2227,Government,Primary,http://www.gymeanorth-p.schools.nsw.edu.au,K-6,18.3,2.8,338,164,174
41104,Marton Public School,Engadine,NSW,2233,Government,Primary,http://www.marton-p.schools.nsw.edu.au,K-6,21,3.1,427,201,226
41105,Kareela Public School,Kareela,NSW,2232,Government,Primary,http://www.kareela-p.schools.nsw.edu.au,K-6,20,2.9,396,192,204
41106,Dulwich Hill Public School,Dulwich Hill,NSW,2203,Government,Primary,http://www.dulwichhil-p.schools.nsw.edu.au,K-6,27.4,4,495,268,227
41107,Petersham Public School,Petersham,NSW,2049,Government,Primary,http://www.petersham-p.schools.nsw.edu.au,K-6,14.4,2.5,262,120,142
41108,Bonnet Bay Public School,Bonnet Bay,NSW,2226,Government,Primary,http://www.bonnetbay-p.schools.nsw.edu.au/,K-6,17.7,2,182,85,97
41109,Eastlakes Public School,Eastlakes,NSW,2018,Government,Primary,http://www.eastlakes-p.schools.nsw.edu.au,K-6,12,2,164,71,93
41110,Bangor Public School,Bangor,NSW,2234,Government,Primary,http://www.bangor-p.schools.nsw.edu.au,K-6,28.3,4,529,245,284
41111,Wilkins Public School,Marrickville,NSW,2204,Government,Primary,http://www.wilkins-p.schools.nsw.edu.au,K-6,34.1,4.3,652,299,353
41112,Plunkett Street Public School,Woolloomooloo,NSW,2011,Government,Primary,http://www.plunketstr-p.schools.nsw.edu.au,P-6,4,2.7,35,19,16
41113,Tharawal Public School,Menai,NSW,2234,Government,Primary,http://www.tharawal-p.schools.nsw.edu.au,K-6,18.8,2.8,349,179,170
41114,Sydney Distance Education Primary School,Surry Hills,NSW,2010,Government,Primary,http://www.syddisted-d.schools.nsw.edu.au,K-6,15.2,5.2,202,110,92
41115,Alfords Point Public School,Alfords Point,NSW,2234,Government,Primary,http://www.alfordspt-p.schools.nsw.edu.au,K-6,13.5,2.4,224,120,104
41116,Canterbury South Public School,Canterbury,NSW,2193,Government,Primary,http://www.canterburs-p.schools.nsw.edu.au,K-6,16.4,2.5,276,129,147
41117,Ferncourt Public School,Marrickville,NSW,2204,Government,Primary,http://www.ferncourt-p.schools.nsw.edu.au,K-6,23.3,3.1,439,207,232
41118,Heathcote East Public School,Heathcote,NSW,2233,Government,Primary,http://www.heathcotee-p.schools.nsw.edu.au,K-6,5.9,1.8,124,46,78
41119,Green Square School,Waterloo,NSW,2017,Government,Special,http://www.greensq-s.schools.nsw.edu.au/sws/view/38741.node,U,7.9,6.8,18,4,14
41120,St George School,Kogarah,NSW,2217,Government,Special,http://www.stgeorge-s.schools.nsw.edu.au,U,12.5,11.8,56,25,31
41121,Cook School,Loftus,NSW,2232,Government,Special,http://www.cook-s.schools.nsw.edu.au/sws/view/1247356.node,U,10,8.8,34,8,26
41122,Cairnsfoot School,Brighton-Le-Sands,NSW,2216,Government,Special,http://www.cairnsfoot-s.schools.nsw.edu.au,U,23.3,21.3,106,27,79
41123,Woniora Road School,Hurstville,NSW,2220,Government,Special,http://www.woniorard-s.schools.nsw.edu.au,U,10.7,7.8,38,22,16
41124,Minerva School,Sutherland,NSW,2232,Government,Special,http://www.minerva-s.schools.nsw.edu.au,U,10.3,9.8,36,2,34
41125,Wairoa School,Bondi Beach,NSW,2026,Government,Special,http://www.wairoa-s.schools.nsw.edu.au,U,14.1,12.8,53,17,36
41126,Bates Drive School,Kareela,NSW,2232,Government,Special,http://www.batesdrive-s.schools.nsw.edu.au,U,15.6,12.8,68,15,53
41127,Carinya School,Mortdale,NSW,2223,Government,Special,http://www.carinya-s.schools.nsw.edu.au,U,10.1,9.8,44,3,41
41128,Edgeware School,Hurlstone Park,NSW,2193,Government,Special,http://www.edgeware-s.schools.nsw.edu.au,U,8.5,6.2,22,3,19
41129,Arncliffe Public School,Arncliffe,NSW,2205,Government,Primary,http://www.arncliffe-p.schools.nsw.edu.au,K-6,28.8,3.1,420,184,236
41130,Balmain Public School,Balmain,NSW,2041,Government,Primary,http://www.balmain-p.schools.nsw.edu.au,K-6,18,2.8,346,161,185
41131,Bexley Public School,Bexley,NSW,2207,Government,Primary,http://www.bexley-p.schools.nsw.edu.au,K-6,19.6,2.5,290,151,139
41132,Bondi Public School,Bondi,NSW,2026,Government,Primary,http://www.bondi-p.schools.nsw.edu.au,K-6,30.8,4.1,572,290,282
41133,Bourke Street Public School,Surry Hills,NSW,2010,Government,Primary,http://www.bourkest-p.schools.nsw.edu.au,K-6,24.8,3,417,195,222
41134,Croydon Public School,Croydon,NSW,2132,Government,Primary,http://www.croydon-p.schools.nsw.edu.au,K-6,35.7,4.3,696,345,351
41135,Croydon Park Public School,Croydon Park,NSW,2133,Government,Primary,http://www.croydonpk-p.schools.nsw.edu.au,K-6,24.8,3.1,418,199,219
41136,Daceyville Public School,Daceyville,NSW,2032,Government,Primary,http://www.daceyville-p.schools.nsw.edu.au,K-6,23.4,2.5,277,137,140
41137,Darlinghurst Public School,Potts Point,NSW,2011,Government,Primary,http://www.darlinghur-p.schools.nsw.edu.au,K-6,17.2,2.8,311,156,155
41138,Gardeners Road Public School,Rosebery,NSW,2018,Government,Primary,http://www.gardeners-p.schools.nsw.edu.au,"U, K-6",25,6.8,363,170,193
41139,Glebe Public School,Glebe,NSW,2037,Government,Primary,http://www.glebe-p.schools.nsw.edu.au,K-6,15.8,3.5,259,145,114
41140,Leichhardt Public School,Leichhardt,NSW,2040,Government,Primary,http://www.leichhardt-p.schools.nsw.edu.au,"U, K-6",40.4,7.5,735,374,361
41141,Maroubra Junction Public School,Maroubra,NSW,2035,Government,Primary,http://www.maroubrajn-p.schools.nsw.edu.au,K-6,36.8,4.3,656,330,326
41142,Newtown Public School,Newtown,NSW,2042,Government,Primary,http://www.newtown-p.schools.nsw.edu.au,K-6,19.4,2.9,392,204,188
41143,Paddington Public School,Paddington,NSW,2021,Government,Primary,http://www.paddingtonpublicschool.com,K-6,19.2,2.8,329,151,178
41144,Rozelle Public School,Rozelle,NSW,2039,Government,Primary,http://www.rozelle-p.schools.nsw.edu.au,P-6,35.5,5.3,642,312,330
41145,Stanmore Public School,Stanmore,NSW,2048,Government,Primary,http://www.stanmore-p.schools.nsw.edu.au,K-6,34.2,4.3,664,318,346
41146,Woollahra Public School,Woollahra,NSW,2025,Government,Primary,http://www.woollahra-p.schools.nsw.edu.au/sws/view/923063.node,K-6,40.5,4.7,777,389,388
41147,Canterbury Boys High School,Canterbury,NSW,2193,Government,Secondary,http://www.canterburyboyshighschool.nsw.edu.au,7-12,34,6,348,0,348
41148,St George Girls High School,Kogarah,NSW,2217,Government,Secondary,http://www.stgeorgegi-h.schools.nsw.edu.au,7-12,63,11.4,922,922,0
41149,Sydney Boys High School,Surry Hills,NSW,2010,Government,Secondary,http://www.sydneyboys-h.schools.nsw.edu.au,7-12,78.6,14.8,1203,0,1203
41150,Sydney Girls High School,Surry Hills,NSW,2010,Government,Secondary,http://www.sydneygirl-h.schools.nsw.edu.au,7-12,63.5,11.4,935,935,0
41151,Sydney Technical High School,Bexley,NSW,2207,Government,Secondary,http://www.sydneytech-h.schools.nsw.edu.au,7-12,63.4,11.4,910,0,910
41152,Conservatorium High School,Sydney,NSW,2000,Government,Secondary,http://www.conservat-h.schools.nsw.edu.au,7-12,18.7,4.8,152,84,68
41153,Burwood Girls High School,Croydon,NSW,2132,Government,Secondary,http://www.burwoodg-h.schools.nsw.edu.au,7-12,77.6,13,1135,1135,0
41154,Randwick Boys High School,Randwick,NSW,2031,Government,Secondary,http://www.randwickb-h.schools.nsw.edu.au,7-12,50,8.9,634,0,634
41155,Randwick Girls High School,Randwick,NSW,2031,Government,Secondary,http://www.randwickg-h.schools.nsw.edu.au,7-12,70.3,11.8,969,969,0
41156,Kingsgrove North High School,Kingsgrove,NSW,2208,Government,Secondary,http://www.kingsgrovn-h.schools.nsw.edu.au,"U, 7-12",69.2,15.9,884,295,589
41157,Port Hacking High School,Miranda,NSW,2228,Government,Secondary,http://www.porthackin-h.schools.nsw.edu.au,7-12,76,13,1140,563,577
41158,Blakehurst High School,Blakehurst,NSW,2221,Government,Secondary,http://www.blakehurst-h.schools.nsw.edu.au,7-12,76.8,13,1116,505,611
41159,Caringbah High School,Caringbah,NSW,2229,Government,Secondary,http://www.caringbah-h.schools.nsw.edu.au,7-12,62.3,11.4,914,412,502
41160,Moorefield Girls High School,Kogarah,NSW,2217,Government,Secondary,http://www.moorefielg-h.schools.nsw.edu.au,"U, 7-12",35.3,9,319,319,0
41161,Heathcote High School,Heathcote,NSW,2233,Government,Secondary,http://www.heathcote-h.schools.nsw.edu.au,"U, 7-12",58.1,13.1,741,331,410
41162,Kingsgrove High School,Kingsgrove,NSW,2208,Government,Secondary,http://www.kingsgrove-h.schools.nsw.edu.au,7-12,69,11.8,989,355,634
41163,Matraville Sports High School,Chifley,NSW,2036,Government,Secondary,http://www.matrasport-h.schools.nsw.edu.au,"U, 7-12",36.5,12.2,244,86,158
41164,Cronulla High School,Cronulla,NSW,2230,Government,Secondary,http://www.cronulla-h.schools.nsw.edu.au/,7-12,65.4,11.8,987,489,498
41165,J J Cahill Memorial High School,Mascot,NSW,2020,Government,Secondary,http://www.jjcahill-h.schools.nsw.edu.au,"U, 7-12",35.7,11,319,147,172
41166,Lucas Heights Community School,Barden Ridge,NSW,2234,Government,Combined,http://www.lucasheigh-h.schools.nsw.edu.au,"U, K-12",59.3,14.7,736,313,423
41167,Central Sydney Intensive English High School,Surry Hills,NSW,2010,Government,Secondary,http://www.clevelandi-h.schools.nsw.edu.au,U,37.1,13.8,195,91,104
41168,Kogarah High School,Kogarah,NSW,2217,Government,Secondary,http://www.kogarah-h.schools.nsw.edu.au,"U, 7-12",84.6,17.9,940,413,527
41169,Gymea Technology High School,Gymea,NSW,2227,Government,Secondary,http://www.gymea-h.schools.nsw.edu.au,7-12,47.8,9.9,613,258,355
41170,Endeavour Sports High School,Caringbah,NSW,2229,Government,Secondary,https://endeavoursportshighschool.com/,"U, 7-12",65.9,16.5,844,266,578
41171,Georges River College Peakhurst Campus,Peakhurst,NSW,2210,Government,Secondary,http://www.peakhurst-h.schools.nsw.edu.au,"U, 7-10",53.8,13.7,709,240,469
41172,Engadine High School,Engadine,NSW,2233,Government,Secondary,http://www.engadine-h.schools.nsw.edu.au,"U, 7-12",74.3,16.6,1041,562,479
41173,Woolooware High School,Woolooware,NSW,2230,Government,Secondary,http://www.woolooware-h.schools.nsw.edu.au,7-12,67.5,12.2,963,487,476
41174,Kirrawee High School,Kirrawee,NSW,2232,Government,Secondary,http://www.kirrawee-h.schools.nsw.edu.au,7-12,80.4,13.8,1238,635,603
41175,Sylvania High School,Sylvania,NSW,2224,Government,Secondary,http://sylvaniahigh.nsw.edu.au/,7-12,56.5,10.5,810,421,389
41176,Sydney Secondary College Balmain Campus,Rozelle,NSW,2039,Government,Secondary,http://www.balmain-h.schools.nsw.edu.au,"U, 7-10",61.6,16,785,300,485
41177,Fort Street High School,Petersham,NSW,2049,Government,Secondary,http://www.fortstreet-h.schools.nsw.edu.au,7-12,65.1,11.4,927,329,598
41178,Tempe High School,Tempe,NSW,2044,Government,Secondary,http://www.tempe-h.schools.nsw.edu.au,7-12,65.7,11.8,961,390,571
41179,Sydney Secondary College Leichhardt Campus,Leichhardt,NSW,2040,Government,Secondary,http://www.leichhardt-h.schools.nsw.edu.au,"U, 7-10",64.5,15.4,945,317,628
41180,Newtown High School of Performing Arts,Newtown,NSW,2042,Government,Secondary,http://web1.newtown-h.schools.nsw.edu.au,7-12,69.1,12.6,1042,647,395
41181,Marrickville High School,Marrickville,NSW,2204,Government,Secondary,http://www.marrickvil-h.schools.nsw.edu.au,"U, 7-12",46.1,14.6,384,151,233
41182,South Sydney High School,Maroubra,NSW,2035,Government,Secondary,http://www.sthsydney-h.schools.nsw.edu.au,7-12,43.7,8.1,509,175,334
41183,Rose Bay Secondary College,Dover Heights,NSW,2030,Government,Secondary,http://www.rosebay-h.schools.nsw.edu.au,"U, 7-12",78.2,16,1142,509,633
